"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Total","All Inpatient Stays",431.941618566429,4800
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Total","All Inpatient Stays",390.410807698594,4400
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Total","All Inpatient Stays",392.194727313393,4400
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Total","All Inpatient Stays",429.657039224156,4800
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Total","All Inpatient Stays",413.066586806532,4650
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Total","All Inpatient Stays",392.915596551489,4400
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Total","All Inpatient Stays",396.207688279842,4450
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Total","All Inpatient Stays",435.890739924309,4900
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Total","All Inpatient Stays",379.302352377491,4250
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Total","All Inpatient Stays",392.24275557443,4400
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Total","All Inpatient Stays",420.13913878161,4700
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Total","All Inpatient Stays",383.241047255181,4300
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Total","All Inpatient Stays",371.832941662468,4150
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Total","All Inpatient Stays",355.43776296689,4050
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Total","All Inpatient Stays",374.595734790987,4250
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Total","All Inpatient Stays",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Total","All Inpatient Stays",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Age","1-24 Years",108.643870136085,400
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Age","1-24 Years",103.75777015642,350
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Age","1-24 Years",100.596176051931,350
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Age","1-24 Years",97.721999593304,350
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Age","1-24 Years",99.5467887889025,350
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Age","1-24 Years",97.8205438966094,350
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Age","1-24 Years",84.5859997223623,300
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Age","1-24 Years",84.0105847582646,300
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Age","1-24 Years",82.4960536743555,300
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Age","1-24 Years",86.0414654406401,300
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Age","1-24 Years",90.368181542442,300
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Age","1-24 Years",68.0736666683493,250
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Age","1-24 Years",66.0320572662296,250
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Age","1-24 Years",64.0136101008863,200
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Age","1-24 Years",66.0320572662296,250
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Age","1-24 Years",57.9582686048565,200
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Age","1-24 Years",54.2894827843863,200
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Age","1-24 Years",52.8456135613973,200
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Age","1-24 Years",74.2148780616345,250
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Age","1-24 Years",54.5782566289841,200
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Age","1-24 Years",52.3040287904621,200
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Age","1-24 Years",64.2177242371784,200
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Age","1-24 Years",50.2699832263885,150
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Age","1-24 Years",42.4243789078192,150
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Age","1-24 Years",45.7584057539747,150
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Age","1-24 Years",50.681778524972,200
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Age","25-44 Years",721.477153967187,2000
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Age","25-44 Years",767.885877379228,2150
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Age","25-44 Years",831.430129435715,2350
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Age","25-44 Years",764.672965758394,2150
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Age","25-44 Years",828.470088926622,2300
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Age","25-44 Years",829.184287279145,2300
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Age","25-44 Years",816.328716933732,2300
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Age","25-44 Years",770.977121548525,2150
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Age","25-44 Years",779.069721613153,2200
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Age","25-44 Years",826.321610200428,2300
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Age","25-44 Years",832.348690271976,2350
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Age","25-44 Years",767.192789016121,2150
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Age","25-44 Years",646.386210427511,1800
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Age","25-44 Years",664.874704895184,1850
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Age","25-44 Years",718.562448445544,2000
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Age","25-44 Years",665.585800836249,1850
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Age","25-44 Years",634.807424301699,1800
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Age","25-44 Years",683.775241268515,1950
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Age","25-44 Years",762.54955551948,2150
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Age","25-44 Years",635.517102808464,1800
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Age","25-44 Years",670.275432435047,1900
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Age","25-44 Years",700.807046412491,1950
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Age","25-44 Years",635.838612018628,1800
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Age","25-44 Years",577.970552968356,1650
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Age","25-44 Years",544.87962554466,1550
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Age","25-44 Years",570.893233473889,1600
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Age","45-64 Years",449.045609771286,1350
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Age","45-64 Years",457.124391356377,1350
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Age","45-64 Years",497.854915181209,1500
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Age","45-64 Years",486.40997460233,1450
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Age","45-64 Years",520.764951874983,1550
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Age","45-64 Years",549.225756011286,1600
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Age","45-64 Years",526.524876521615,1550
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Age","45-64 Years",519.7484945844,1550
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Age","45-64 Years",518.568150899746,1500
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Age","45-64 Years",543.359618603115,1600
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Age","45-64 Years",551.188366445954,1600
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Age","45-64 Years",529.106516474814,1550
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Age","45-64 Years",504.350665614654,1500
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Age","45-64 Years",508.795790125156,1500
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Age","45-64 Years",562.479216905834,1650
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Age","45-64 Years",544.698718863826,1600
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Age","45-64 Years",530.369147609936,1550
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Age","45-64 Years",512.10432316333,1500
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Age","45-64 Years",566.554177173966,1650
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Age","45-64 Years",497.285692008536,1450
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Age","45-64 Years",528.178073458267,1500
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Age","45-64 Years",570.739318479343,1650
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Age","45-64 Years",527.131485465945,1500
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Age","45-64 Years",505.153137627193,1450
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Age","45-64 Years",487.817644133888,1400
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Age","45-64 Years",520.966911796778,1500
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Age","65+ Years",329.161726096226,550
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Age","65+ Years",383.151215561745,650
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Age","65+ Years",378.50695840342,650
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Age","65+ Years",394.761858457555,700
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Age","65+ Years",433.51071711309,750
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Age","65+ Years",458.911735693935,800
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Age","65+ Years",426.737112158198,750
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Age","65+ Years",487.135089672651,850
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Age","65+ Years",453.636854496737,800
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Age","65+ Years",450.427642002762,800
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Age","65+ Years",460.167945654285,850
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Age","65+ Years",485.378390217257,900
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Age","65+ Years",452.917463019771,850
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Age","65+ Years",434.715106349946,800
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Age","65+ Years",490.392903222352,900
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Age","65+ Years",509.665986755109,950
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Age","65+ Years",463.674687091302,900
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Age","65+ Years",445.4197781507,850
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Age","65+ Years",441.768796362579,850
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Age","65+ Years",433.423695132589,850
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Age","65+ Years",415.244530762188,800
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Age","65+ Years",448.443662987947,900
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Age","65+ Years",417.79831016417,800
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Age","65+ Years",481.13203933331,950
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Age","65+ Years",448.722141525186,900
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Age","65+ Years",467.974246607125,950
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Sex","Males",355.492681785615,1950
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Sex","Males",351.654457457853,1900
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Sex","Males",377.973709991081,2050
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Sex","Males",376.51152929479,2050
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Sex","Males",404.947802118911,2200
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Sex","Males",417.52835067641,2300
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Sex","Males",397.290076909999,2200
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Sex","Males",404.583148537534,2200
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Sex","Males",401.033619844903,2200
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Sex","Males",411.486120657617,2250
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Sex","Males",426.767356800469,2350
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Sex","Males",395.810956996224,2200
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Sex","Males",362.506707640965,2000
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Sex","Males",362.144743878967,2000
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Sex","Males",400.69388453175,2200
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Sex","Males",392.549699886796,2150
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Sex","Males",352.630828203966,1950
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Sex","Males",383.867455587113,2150
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Sex","Males",431.354351551088,2400
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Sex","Males",380.256284791374,2100
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Sex","Males",384.871545956475,2150
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Sex","Males",412.362370667652,2300
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Sex","Males",385.052406645364,2150
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Sex","Males",367.147198445322,2050
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Sex","Males",345.085223149736,1950
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Sex","Males",361.748216790922,2000
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Kentucky",2016,"Q1","IP","All Opioids","Sex","Females",419.176806968548,2350
"AHRQ","Kentucky",2016,"Q2","IP","All Opioids","Sex","Females",461.732827980584,2600
"AHRQ","Kentucky",2016,"Q3","IP","All Opioids","Sex","Females",486.557173570938,2750
"AHRQ","Kentucky",2016,"Q4","IP","All Opioids","Sex","Females",451.625772990225,2550
"AHRQ","Kentucky",2017,"Q1","IP","All Opioids","Sex","Females",488.648908766666,2750
"AHRQ","Kentucky",2017,"Q2","IP","All Opioids","Sex","Females",497.494833979676,2800
"AHRQ","Kentucky",2017,"Q3","IP","All Opioids","Sex","Females",480.510657570697,2700
"AHRQ","Kentucky",2017,"Q4","IP","All Opioids","Sex","Females",467.241769751182,2650
"AHRQ","Kentucky",2018,"Q1","IP","All Opioids","Sex","Females",462.394533182444,2600
"AHRQ","Kentucky",2018,"Q2","IP","All Opioids","Sex","Females",490.136223863947,2800
"AHRQ","Kentucky",2018,"Q3","IP","All Opioids","Sex","Females",487.590747846257,2750
"AHRQ","Kentucky",2018,"Q4","IP","All Opioids","Sex","Females",467.007253813757,2650
"AHRQ","Kentucky",2019,"Q1","IP","All Opioids","Sex","Females",417.527538746388,2350
"AHRQ","Kentucky",2019,"Q2","IP","All Opioids","Sex","Females",421.396791422219,2400
"AHRQ","Kentucky",2019,"Q3","IP","All Opioids","Sex","Females",457.802941599347,2600
"AHRQ","Kentucky",2019,"Q4","IP","All Opioids","Sex","Females",433.004549449709,2450
"AHRQ","Kentucky",2020,"Q1","IP","All Opioids","Sex","Females",432.053340958148,2450
"AHRQ","Kentucky",2020,"Q2","IP","All Opioids","Sex","Females",408.021141318982,2350
"AHRQ","Kentucky",2020,"Q3","IP","All Opioids","Sex","Females",440.297964192023,2500
"AHRQ","Kentucky",2020,"Q4","IP","All Opioids","Sex","Females",378.375581180156,2150
"AHRQ","Kentucky",2021,"Q1","IP","All Opioids","Sex","Females",399.404319997891,2250
"AHRQ","Kentucky",2021,"Q2","IP","All Opioids","Sex","Females",427.519010362899,2450
"AHRQ","Kentucky",2021,"Q3","IP","All Opioids","Sex","Females",381.481204890199,2150
"AHRQ","Kentucky",2021,"Q4","IP","All Opioids","Sex","Females",375.858266817197,2150
"AHRQ","Kentucky",2022,"Q1","IP","All Opioids","Sex","Females",365.320009624677,2100
"AHRQ","Kentucky",2022,"Q2","IP","All Opioids","Sex","Females",386.901563313795,2200
"AHRQ","Kentucky",2022,"Q3","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Kentucky",2022,"Q4","IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Louisiana",2016,"Q1","IP","All Opioids","Total","All Inpatient Stays",270.939075700083,3150
"AHRQ","Louisiana",2016,"Q2","IP","All Opioids","Total","All Inpatient Stays",281.544949254459,3300
"AHRQ","Louisiana",2016,"Q3","IP","All Opioids","Total","All Inpatient Stays",296.945809897226,3500
"AHRQ","Louisiana",2016,"Q4","IP","All Opioids","Total","All Inpatient Stays",301.412700937114,3550
"AHRQ","Louisiana",2017,"Q1","IP","All Opioids","Total","All Inpatient Stays",227.216807822168,2650
"AHRQ","Louisiana",2017,"Q2","IP","All Opioids","Total","All Inpatient Stays",231.375472418579,2700
"AHRQ","Louisiana",2017,"Q3","IP","All Opioids","Total","All Inpatient Stays",238.286175556974,2800
"AHRQ","Louisiana",2017,"Q4","IP","All Opioids","Total","All Inpatient Stays",229.154731764349,2700
"AHRQ","Louisiana",2018,"Q1","IP","All Opioids","Total","All Inpatient Stays",231.625515327967,2750
"AHRQ","Louisiana",2018,"Q2","IP","All Opioids","Total","All Inpatient Stays",244.435912517607,2900
"AHRQ","Louisiana",2018,"Q3","IP","All Opioids","Total","All Inpatient Stays",252.779944337319,3000
"AHRQ","Louisiana",2018,"Q4","IP","All Opioids","Total","All Inpatient Stays",232.312433042927,2750
"AHRQ","Louisiana",2019,"Q1","IP","All Opioids","Total","All Inpatient Stays",241.69596608748,2850
"AHRQ","Louisiana",2019,"Q2","IP","All Opioids","Total","All Inpatient Stays",249.078575069318,2950
"AHRQ","Louisiana",2019,"Q3","IP","All Opioids","Total","All Inpatient Stays",294.021144911514,3450
"AHRQ","Louisiana",2019,"Q4","IP","All Opioids","Total","All Inpatient Stays",270.489682061575,3200
"AHRQ","Louisiana",2020,"Q1","IP","All Opioids","Total","All Inpatient Stays",199.324089445154,2300
"AHRQ","Louisiana",2020,"Q2","IP","All Opioids","Total","All Inpatient Stays",213.888787976565,2500
"AHRQ","Louisiana",2020,"Q3","IP","All Opioids","Total","All Inpatient Stays",254.216444527893,2950
