"Dataset","Disease","Region","Region Type","Season","Week Observed","Characteristic","Level","WVAL Category","National WVAL","State WVAL","Regional WVAL","Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-11-25,"Not Stratified","N/A","Low",8.36,5.78,6.76,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-12-02,"Not Stratified","N/A","High",11.03,12.54,8.66,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-12-09,"Not Stratified","N/A","High",11.11,13.16,9.75,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-12-16,"Not Stratified","N/A","Moderate",11.75,10.84,11.36,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-12-23,"Not Stratified","N/A","Moderate",11.17,9.59,11.2,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2023-12-30,"Not Stratified","N/A","No Data",13.21,NA,13.43,NA
"NWSS","RSV","Colorado","State","2023-24",2024-01-06,"Not Stratified","N/A","High",14.53,15.41,15.88,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-01-13,"Not Stratified","N/A","High",11.5,16.17,13.23,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-01-20,"Not Stratified","N/A","High",8.58,12.9,10.24,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-01-27,"Not Stratified","N/A","High",7.68,13.79,9.15,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-02-03,"Not Stratified","N/A","High",6.87,13.44,7.77,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-02-10,"Not Stratified","N/A","Low",6.45,6.55,7.93,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-02-17,"Not Stratified","N/A","Moderate",5.7,8.17,6.41,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-02-24,"Not Stratified","N/A","Low",5,6.86,5.07,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-03-02,"Not Stratified","N/A","Low",4.38,7.34,4.18,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-03-09,"Not Stratified","N/A","Low",3.77,7.06,4.37,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-03-16,"Not Stratified","N/A","Low",3.15,7.11,3.46,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-03-23,"Not Stratified","N/A","Low",2.51,6.07,2.24,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-03-30,"Not Stratified","N/A","Moderate",2.32,8.17,2,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-04-06,"Not Stratified","N/A","Minimal",2.14,3.55,1.85,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-04-13,"Not Stratified","N/A","Low",1.89,4.97,1.63,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",1.57,2.79,1.45,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.45,3.02,1.38,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.46,2.09,1.43,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.45,2.11,1.42,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.4,3.36,1.35,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.34,1.54,1.28,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.29,1.77,1.2,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.34,1.65,1.33,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.23,1.56,1.18,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.21,0.97,1.2,"Limited Coverage"
"NWSS","RSV","Colorado","State","2023-24",2024-06-29,"Not Stratified","N/A","Moderate",1.28,11.3,1.2,NA
"NWSS","RSV","Colorado","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.21,1.2,1.11,NA
"NWSS","RSV","Colorado","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.25,1.07,1.11,NA
"NWSS","RSV","Colorado","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.25,1.08,1.12,NA
"NWSS","RSV","Colorado","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.24,1.06,1.09,NA
"NWSS","RSV","Colorado","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.21,1.1,1.12,NA
"NWSS","RSV","Colorado","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.24,1.58,1.09,NA
"NWSS","RSV","Colorado","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.21,1.08,1.08,NA
"NWSS","RSV","Colorado","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.27,1.09,1.09,NA
"NWSS","RSV","Colorado","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.22,1.08,1.12,NA
"NWSS","RSV","Colorado","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.2,1.21,1.12,NA
"NWSS","RSV","Colorado","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.18,1.04,1.14,NA
"NWSS","RSV","Colorado","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.13,1.04,1.06,NA
"NWSS","RSV","Colorado","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.21,1.05,1.12,NA
"NWSS","RSV","Colorado","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.24,1.05,1.05,NA
"NWSS","RSV","Colorado","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.15,1.04,1.08,NA
"NWSS","RSV","Colorado","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.25,3.46,1.24,NA
"NWSS","RSV","Colorado","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.14,1.08,1.22,NA
"NWSS","RSV","Colorado","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.26,1.02,1.35,NA
"NWSS","RSV","Colorado","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.52,1.03,1.46,NA
"NWSS","RSV","Colorado","State","2024-25",2024-11-16,"Not Stratified","N/A","Moderate",1.9,8.17,2.22,NA
"NWSS","RSV","Colorado","State","2024-25",2024-11-23,"Not Stratified","N/A","Low",2.34,4.93,2.81,NA
"NWSS","RSV","Colorado","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",2.48,1.57,3.2,NA
"NWSS","RSV","Colorado","State","2024-25",2024-12-07,"Not Stratified","N/A","Low",4.09,6.96,5.19,NA
"NWSS","RSV","Colorado","State","2024-25",2024-12-14,"Not Stratified","N/A","Minimal",5.41,1.07,4.15,NA
"NWSS","RSV","Colorado","State","2024-25",2024-12-21,"Not Stratified","N/A","Minimal",6.46,1.02,6.09,NA
"NWSS","RSV","Colorado","State","2024-25",2024-12-28,"Not Stratified","N/A","Minimal",6.47,3.72,6.06,NA
"NWSS","RSV","Colorado","State","2024-25",2025-01-04,"Not Stratified","N/A","Low",10.11,4.3,8.12,NA
"NWSS","RSV","Colorado","State","2024-25",2025-01-11,"Not Stratified","N/A","Low",9.91,5.66,8.57,NA
"NWSS","RSV","Colorado","State","2024-25",2025-01-18,"Not Stratified","N/A","Low",8.98,6.54,8.56,NA
"NWSS","RSV","Colorado","State","2024-25",2025-01-25,"Not Stratified","N/A","Low",8.41,5.22,8.86,NA
"NWSS","RSV","Colorado","State","2024-25",2025-02-01,"Not Stratified","N/A","Low",8.27,6.77,10.83,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-10-28,"Not Stratified","N/A","Minimal",2.5,3.91,3.2,"Limited Coverage"
"NWSS","RSV","Connecticut","State","2023-24",2023-11-04,"Not Stratified","N/A","Low",3.59,5.81,3.47,"Limited Coverage"
"NWSS","RSV","Connecticut","State","2023-24",2023-11-11,"Not Stratified","N/A","Low",5.23,7.86,7.17,"Limited Coverage"
"NWSS","RSV","Connecticut","State","2023-24",2023-11-18,"Not Stratified","N/A","Moderate",7.56,8.5,10.45,"Limited Coverage"
"NWSS","RSV","Connecticut","State","2023-24",2023-11-25,"Not Stratified","N/A","Very High",8.36,37.75,11.03,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-12-02,"Not Stratified","N/A","Very High",11.03,21.52,11.74,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-12-09,"Not Stratified","N/A","Very High",11.11,51.11,13.06,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-12-16,"Not Stratified","N/A","Moderate",11.75,9.2,12.49,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-12-23,"Not Stratified","N/A","Moderate",11.17,8.64,12.57,NA
"NWSS","RSV","Connecticut","State","2023-24",2023-12-30,"Not Stratified","N/A","High",13.21,13.18,14.59,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-01-06,"Not Stratified","N/A","Moderate",14.53,11.75,12.05,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-01-13,"Not Stratified","N/A","Moderate",11.5,8.53,11.23,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-01-20,"Not Stratified","N/A","Low",8.58,4.93,8.94,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-01-27,"Not Stratified","N/A","Minimal",7.68,3.07,8.66,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-02-03,"Not Stratified","N/A","Minimal",6.87,3.77,7.02,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-02-10,"Not Stratified","N/A","Minimal",6.45,1,7.65,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-02-17,"Not Stratified","N/A","Minimal",5.7,2.14,7.26,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-02-24,"Not Stratified","N/A","Minimal",5,1.82,6.73,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-03-02,"Not Stratified","N/A","Minimal",4.38,1.42,6.19,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-03-09,"Not Stratified","N/A","Minimal",3.77,1,4.43,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-03-16,"Not Stratified","N/A","Minimal",3.15,1,2.9,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-03-23,"Not Stratified","N/A","Minimal",2.51,1,3.94,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-03-30,"Not Stratified","N/A","Minimal",2.32,1,2.17,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-04-06,"Not Stratified","N/A","Minimal",2.14,1,1.7,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-04-13,"Not Stratified","N/A","Minimal",1.89,1,1.45,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",1.57,1,1.32,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.45,1,1.19,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.46,1,1.1,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.45,1,1.14,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.4,1,1.11,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.34,1,1.07,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.29,1,1.08,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.34,1,1.04,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.23,1,1.04,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.21,1,1.01,NA
"NWSS","RSV","Connecticut","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.28,1,1.03,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.21,1,1.04,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.25,1,1.01,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.25,1,1.05,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.24,1,1.03,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.21,1,1.02,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.24,1,1.11,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.21,1,1.02,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.27,1,1.1,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.22,1,1.03,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.2,1,1.01,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.18,1,1.01,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.13,1,1.01,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.21,1,1.02,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.24,1,1.04,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.15,1,1,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.25,1.28,1.01,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.14,1,1,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.26,1,1,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.52,1,1.04,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.9,2.74,1.2,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-11-23,"Not Stratified","N/A","Minimal",2.34,2.5,2.03,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",2.48,3.01,2.48,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-12-07,"Not Stratified","N/A","Low",4.09,7.06,3.75,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-12-14,"Not Stratified","N/A","High",5.41,13.82,6.59,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-12-21,"Not Stratified","N/A","High",6.46,16.65,6.96,NA
"NWSS","RSV","Connecticut","State","2024-25",2024-12-28,"Not Stratified","N/A","Moderate",6.47,11.58,7.51,NA
"NWSS","RSV","Connecticut","State","2024-25",2025-01-04,"Not Stratified","N/A","Moderate",10.11,11.56,9.86,NA
"NWSS","RSV","Connecticut","State","2024-25",2025-01-11,"Not Stratified","N/A","High",9.91,12.69,8.76,NA
"NWSS","RSV","Connecticut","State","2024-25",2025-01-18,"Not Stratified","N/A","High",8.98,14.23,8.72,NA
"NWSS","RSV","Connecticut","State","2024-25",2025-01-25,"Not Stratified","N/A","Moderate",8.41,10.06,9.98,NA
"NWSS","RSV","Connecticut","State","2024-25",2025-02-01,"Not Stratified","N/A","Moderate",8.27,10.2,10.82,NA
"NWSS","RSV","Delaware","State","2022-23",2023-02-11,"Not Stratified","N/A","Minimal",4.47,0.76,3.58,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-02-18,"Not Stratified","N/A","Minimal",4.57,0.96,2.91,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-02-25,"Not Stratified","N/A","Minimal",3.66,1.08,2.74,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-03-04,"Not Stratified","N/A","Minimal",3.22,1.06,2.07,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-03-11,"Not Stratified","N/A","Minimal",3.03,1.46,1.76,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-03-18,"Not Stratified","N/A","Minimal",2.57,1.79,1.39,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-03-25,"Not Stratified","N/A","Minimal",2.16,2.33,1.77,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-04-01,"Not Stratified","N/A","Minimal",2.18,3.72,1.37,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-04-08,"Not Stratified","N/A","Minimal",2.03,2.19,1.58,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-04-15,"Not Stratified","N/A","Minimal",1.78,1.43,1.58,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-04-22,"Not Stratified","N/A","Minimal",1.5,0.96,1.28,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.35,1.53,1.21,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.35,1.1,1.26,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-05-13,"Not Stratified","N/A","Minimal",1.48,1.01,1.5,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-05-20,"Not Stratified","N/A","Minimal",1.46,3.47,1.56,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-05-27,"Not Stratified","N/A","Minimal",1.38,1.91,1.61,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.29,1.44,1.36,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-06-10,"Not Stratified","N/A","Minimal",1.46,1.4,1.46,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-06-17,"Not Stratified","N/A","Minimal",1.34,1.12,1.48,"Limited Coverage"
"NWSS","RSV","Delaware","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.35,1.18,1.4,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-07-01,"Not Stratified","N/A","Minimal",1.35,1.24,1.32,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.34,1.46,1.32,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.46,1.68,1.44,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",1.47,2.67,1.55,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-07-29,"Not Stratified","N/A","Minimal",1.38,2.11,1.54,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-08-05,"Not Stratified","N/A","Minimal",1.35,1.36,1.33,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-08-12,"Not Stratified","N/A","Minimal",1.45,1.43,1.51,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-08-19,"Not Stratified","N/A","Minimal",1.49,1.74,1.62,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-08-26,"Not Stratified","N/A","Minimal",1.66,1.92,1.59,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-09-02,"Not Stratified","N/A","Minimal",1.4,2.06,1.39,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-09-09,"Not Stratified","N/A","Minimal",1.53,1.59,1.82,"Limited Coverage"
"NWSS","RSV","Delaware","State","2023-24",2023-09-16,"Not Stratified","N/A","Minimal",1.54,1.6,1.67,NA
"NWSS","RSV","Delaware","State","2023-24",2023-09-23,"Not Stratified","N/A","Minimal",1.64,1.4,1.89,NA
"NWSS","RSV","Delaware","State","2023-24",2023-09-30,"Not Stratified","N/A","Minimal",2.02,1.78,2.71,NA
"NWSS","RSV","Delaware","State","2023-24",2023-10-07,"Not Stratified","N/A","Minimal",1.81,1.44,2.68,NA
"NWSS","RSV","Delaware","State","2023-24",2023-10-14,"Not Stratified","N/A","Minimal",1.69,1.27,2.85,NA
"NWSS","RSV","Delaware","State","2023-24",2023-10-21,"Not Stratified","N/A","Minimal",1.96,1.39,3.36,NA
"NWSS","RSV","Delaware","State","2023-24",2023-10-28,"Not Stratified","N/A","Minimal",2.5,1.07,4.38,NA
"NWSS","RSV","Delaware","State","2023-24",2023-11-04,"Not Stratified","N/A","Minimal",3.59,1.17,6.23,NA
"NWSS","RSV","Delaware","State","2023-24",2023-11-11,"Not Stratified","N/A","Minimal",5.23,3.37,9.99,NA
"NWSS","RSV","Delaware","State","2023-24",2023-11-18,"Not Stratified","N/A","High",7.56,14.8,10.41,NA
"NWSS","RSV","Delaware","State","2023-24",2023-11-25,"Not Stratified","N/A","High",8.36,14.48,11.2,NA
"NWSS","RSV","Delaware","State","2023-24",2023-12-02,"Not Stratified","N/A","Moderate",11.03,8.28,13.31,NA
"NWSS","RSV","Delaware","State","2023-24",2023-12-09,"Not Stratified","N/A","High",11.11,14.9,12.53,NA
"NWSS","RSV","Delaware","State","2023-24",2023-12-16,"Not Stratified","N/A","Very High",11.75,21.72,12.95,NA
"NWSS","RSV","Delaware","State","2023-24",2023-12-23,"Not Stratified","N/A","Very High",11.17,28.71,11.44,NA
"NWSS","RSV","Delaware","State","2023-24",2023-12-30,"Not Stratified","N/A","High",13.21,13.93,12.35,NA
"NWSS","RSV","Delaware","State","2023-24",2024-01-06,"Not Stratified","N/A","Moderate",14.53,11.5,12.67,NA
"NWSS","RSV","Delaware","State","2023-24",2024-01-13,"Not Stratified","N/A","Moderate",11.5,8.72,8.21,NA
"NWSS","RSV","Delaware","State","2023-24",2024-01-20,"Not Stratified","N/A","Low",8.58,4.96,6.26,NA
"NWSS","RSV","Delaware","State","2023-24",2024-01-27,"Not Stratified","N/A","Minimal",7.68,1.64,5.32,NA
