"","Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"2296","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"2297","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",175.950492815524,500
"2298","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",179.612183735482,500
"2299","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",177.849881172033,500
"2300","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",151.660686901183,400
"2301","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",166.911617484674,450
"2302","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",162.774401514575,450
"2303","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",140.481071053639,400
"2304","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",137.717608195726,350
"2305","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",107.399046775063,300
"2306","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",122.792514838939,300
"2307","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",119.244032968841,300
"2308","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",102.364955647511,250
"2309","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",77.1249626273358,200
"2310","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",98.4694260105177,250
"2311","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",101.098462195215,250
"2312","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",86.5123769365046,250
"2313","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.647211196829,200
"2314","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",72.14812767554,200
"2315","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",96.4783166378016,250
"2316","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",69.9993046902713,200
"2317","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",73.332837775526,200
"2318","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",74.1017668297138,200
"2319","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",65.9267666184803,150
"2320","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",46.8393208770724,100
"2321","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"2322","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"2323","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"2324","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"2325","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",794.710824735197,1700
"2326","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",996.25232494834,2150
"2327","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",1044.12843963686,2250
"2328","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",898.750983597348,1950
"2329","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",897.092856189023,1950
"2330","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",945.118767488727,2050
"2331","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",975.078721618371,2100
"2332","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",908.513411722386,1950
"2333","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",862.137257050742,1850
"2334","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",1041.62891744405,2250
"2335","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",1247.99221467301,2700
"2336","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",929.935105440709,2000
"2337","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",797.44951000788,1750
"2338","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",975.385503418195,2100
"2339","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",1089.62173946464,2350
"2340","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",903.039351104382,1950
"2341","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",841.636045871559,1800
"2342","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",759.081079619683,1650
"2343","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",945.585558965327,2050
"2344","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",799.01260261739,1700
"2345","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",813.370625114833,1750
"2346","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",893.848722560421,1950
"2347","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",905.684127437225,1950
"2348","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",666.139709318858,1450
"2349","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"2350","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"2351","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"2352","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"2353","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",332.543136625814,850
"2354","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",452.265944255918,1150
"2355","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",443.410128127097,1150
"2356","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",401.420399547736,1050
"2357","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",395.776777696363,1000
"2358","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",450.630420663349,1150
"2359","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",438.116792325526,1100
"2360","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",388.379022071338,1000
"2361","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",369.712606868264,950
"2362","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",456.032376101771,1150
"2363","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",588.293753348083,1500
"2364","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",446.560383589887,1150
"2365","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",397.495818060129,1000
"2366","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",483.497303555892,1200
"2367","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",534.980965118851,1350
"2368","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",481.427478882463,1200
"2369","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",453.191621648926,1100
"2370","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",411.430524584794,1000
"2371","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",517.129083321127,1300
"2372","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",411.377774932109,1000
"2373","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",414.689285245076,1000
"2374","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",448.716191716464,1100
"2375","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",491.605838677335,1200
"2376","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",383.044030597447,950
"2377","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"2378","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"2379","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"2380","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"2381","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",70.5503343602209,100
"2382","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",86.0827158207583,150
"2383","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",105.169735507412,150
"2384","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",81.7878868041857,100
"2385","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",84.0671000337088,100
"2386","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",73.5564062031168,100
"2387","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",100.246788805695,150
"2388","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",84.2617217207781,100
"2389","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",76.7327332499941,100
"2390","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",96.554431303488,150
"2391","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",125.525230256409,200
"2392","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",96.5327364475935,150
"2393","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",85.8494709313768,150
"2394","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",118.944104629174,200
"2395","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",127.807794316887,200
"2396","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",120.567156374301,200
"2397","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",96.8818805251163,150
"2398","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",72.0349964951272,100
"2399","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",94.4440203661021,150
"2400","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",93.9403721240979,150
"2401","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",104.68785123615,150
"2402","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",120.887954333955,200
"2403","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",121.827432216918,200
"2404","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",94.1858700637702,150
"2405","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"2406","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"2407","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"2408","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"2409","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",453.762708431899,2000
"2410","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",579.555599709245,2550
"2411","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",584.463896645905,2550
"2412","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",505.949030093274,2200
"2413","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",519.98710579897,2300
"2414","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",550.442055470916,2400
"2415","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",556.284907961057,2450
"2416","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",514.775551643345,2250
"2417","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",464.802616784623,2000
"2418","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",596.729192588853,2600
"2419","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",709.272863553241,3100
"2420","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",515.558725696532,2250
"2421","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",452.460849976673,2000
"2422","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",551.758414556981,2400
"2423","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",638.899760265477,2800
"2424","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",549.251198130097,2400
"2425","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",505.849319284509,2200
"2426","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",468.844685323347,2050
"2427","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",602.018807804513,2600
"2428","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",475.175491003094,2050
"2429","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",492.537565097293,2150
"2430","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",549.778014388961,2400
"2431","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",549.575077655139,2400
"2432","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",423.31959825462,1850
"2433","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"2434","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"2435","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"2436","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"2437","AHRQ","Connecticut",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",253.087061979739,1150
"2438","AHRQ","Connecticut",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",302.120917519125,1400
"2439","AHRQ","Connecticut",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",320.20295179534,1500
"2440","AHRQ","Connecticut",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",280.177685717113,1300
"2441","AHRQ","Connecticut",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",272.114322243698,1250
"2442","AHRQ","Connecticut",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",290.488863835994,1350
"2443","AHRQ","Connecticut",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",287.462506341416,1300
"2444","AHRQ","Connecticut",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",261.188254400325,1200
"2445","AHRQ","Connecticut",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",255.61785795877,1150
"2446","AHRQ","Connecticut",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",277.555371935191,1250
"2447","AHRQ","Connecticut",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",349.04309046988,1600
"2448","AHRQ","Connecticut",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",285.647919705373,1300
"2449","AHRQ","Connecticut",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",236.809095987731,1100
"2450","AHRQ","Connecticut",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",296.833065439301,1350
"2451","AHRQ","Connecticut",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",300.48281932406,1400
"2452","AHRQ","Connecticut",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",257.630761971551,1200
"2453","AHRQ","Connecticut",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",242.483484192972,1100
"2454","AHRQ","Connecticut",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",201.385753930986,900
"2455","AHRQ","Connecticut",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",241.617440782505,1100
"2456","AHRQ","Connecticut",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",220.673741758074,1000
"2457","AHRQ","Connecticut",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",218.18257641783,1000
"2458","AHRQ","Connecticut",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",226.364255974538,1050
"2459","AHRQ","Connecticut",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",250.920468505815,1150
"2460","AHRQ","Connecticut",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",178.862961717314,800
"2461","AHRQ","Connecticut",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"2462","AHRQ","Connecticut",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"2463","AHRQ","Connecticut",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"2464","AHRQ","Connecticut",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"2465","AHRQ","Connecticut",2016,"Q1","IP","All Opioids","Total","All Inpatient Stays",411.639754021837,3700
"2466","AHRQ","Connecticut",2016,"Q2","IP","All Opioids","Total","All Inpatient Stays",421.998493851561,3800
"2467","AHRQ","Connecticut",2016,"Q3","IP","All Opioids","Total","All Inpatient Stays",426.213568167216,3850
"2468","AHRQ","Connecticut",2016,"Q4","IP","All Opioids","Total","All Inpatient Stays",403.757897594152,3650
"2469","AHRQ","Connecticut",2017,"Q1","IP","All Opioids","Total","All Inpatient Stays",396.769984626901,3550
